Date,GAL
2024-04-10,40.09251403808594
2024-04-11,40.233516693115234
2024-04-12,39.80110549926758
2024-04-15,39.566097259521484
2024-04-16,39.368682861328125
2024-04-17,39.33108139038086
2024-04-18,39.293479919433594
2024-04-19,39.24647903442383
2024-04-22,39.43449020385742
2024-04-23,39.73530197143555
2024-04-24,39.70709991455078
2024-04-25,39.566097259521484
2024-04-26,39.82929992675781
2024-04-29,39.97970199584961
2024-04-30,39.57548522949219
2024-05-01,39.58489227294922
2024-05-02,39.951507568359375
2024-05-03,40.2899169921875
2024-05-06,40.47792434692383
2024-05-07,40.49673080444336
2024-05-08,40.45912551879883
2024-05-09,40.628334045410156
2024-05-10,40.618927001953125
2024-05-13,40.647132873535156
2024-05-14,40.83513259887695
2024-05-15,41.145347595214844
2024-05-16,41.07014465332031
2024-05-17,41.145347595214844
2024-05-20,41.164154052734375
2024-05-21,41.13594436645508
2024-05-22,40.938541412353516
2024-05-23,40.70353317260742
2024-05-24,40.919742584228516
2024-05-28,40.863338470458984
2024-05-29,40.51552200317383
2024-05-30,40.590728759765625
2024-05-31,40.79753875732422
2024-06-03,40.88214111328125
2024-06-04,40.76933670043945
2024-06-05,41.02314376831055
2024-06-06,41.07014465332031
2024-06-07,40.82573699951172
2024-06-10,40.87273406982422
2024-06-11,40.79753875732422
2024-06-12,41.145347595214844
2024-06-13,40.99494934082031
2024-06-14,40.88214111328125
2024-06-17,41.04194259643555
2024-06-18,41.19235610961914
2024-06-20,41.145347595214844
2024-06-21,41.06074905395508
2024-06-24,41.15475082397461
2024-06-25,41.162357330322266
2024-06-26,41.07681655883789
2024-06-27,41.06731033325195
2024-06-28,41.0863151550293
2024-07-01,41.04830551147461
2024-07-02,41.162357330322266
2024-07-03,41.45697784423828
2024-07-05,41.618553161621094
2024-07-08,41.59954071044922
2024-07-09,41.580535888671875
2024-07-10,41.884666442871094
2024-07-11,41.98921203613281
2024-07-12,42.15078353881836
2024-07-15,42.12227249145508
2024-07-16,42.40739059448242
2024-07-17,42.1032600402832
2024-07-18,41.846649169921875
2024-07-19,41.5615234375
2024-07-22,41.865657806396484
2024-07-23,41.77061080932617
2024-07-24,41.24789047241211
2024-07-25,41.1528434753418
2024-07-26,41.552024841308594
2024-07-29,41.50449752807617
2024-07-30,41.4949951171875
2024-07-31,41.95119094848633
2024-08-01,41.447479248046875
2024-08-02,41.01979064941406
2024-08-05,40.30698013305664
2024-08-06,40.45904541015625
2024-08-07,40.37350845336914
2024-08-08,40.8867301940918
2024-08-09,41.03880310058594
2024-08-12,41.04830551147461
2024-08-13,41.48549270629883
2024-08-14,41.57102966308594
2024-08-15,41.884666442871094
2024-08-16,42.02722930908203
2024-08-19,42.312355041503906
2024-08-20,42.283843994140625
2024-08-21,42.464420318603516
2024-08-22,42.160282135009766
2024-08-23,42.64499282836914
2024-08-26,42.52144241333008
2024-08-27,42.578460693359375
2024-08-28,42.416900634765625
2024-08-29,42.42639923095703
2024-08-30,42.55946350097656
2024-09-03,42.017723083496094
2024-09-04,42.065242767333984
2024-09-05,42.093753814697266
2024-09-06,41.6280517578125
2024-09-09,41.87516403198242
2024-09-10,41.95119094848633
2024-09-11,42.14127731323242
2024-09-12,42.397884368896484
2024-09-13,42.587974548339844
2024-09-16,42.730533599853516
2024-09-17,42.70201873779297
2024-09-18,42.59747314453125
2024-09-19,43.1011962890625
2024-09-20,42.98714828491211
2024-09-23,43.082183837890625
2024-09-24,43.33343505859375
2024-09-25,43.18058776855469
2024-09-26,43.572265625
2024-09-27,43.553157806396484
2024-09-30,43.4958381652832
2024-10-01,43.381202697753906
2024-10-02,43.45762634277344
2024-10-03,43.23789978027344
2024-10-04,43.39075469970703
2024-10-07,43.23789978027344
2024-10-08,43.21879959106445
2024-10-09,43.23789978027344
2024-10-10,43.19969177246094
2024-10-11,43.37165069580078
2024-10-14,43.67735290527344
2024-10-15,43.19969177246094
2024-10-16,43.381202697753906
2024-10-17,43.25700378417969
2024-10-18,43.45762634277344
2024-10-21,43.21879959106445
2024-10-22,43.15191650390625
2024-10-23,42.865325927734375
2024-10-24,42.97041702270508
2024-10-25,42.903533935546875
2024-10-28,43.046836853027344
2024-10-29,43.01817321777344
2024-10-30,42.922645568847656
2024-10-31,42.64560317993164
2024-11-01,42.63604736328125
2024-11-04,42.73158264160156
2024-11-05,43.03728103637695
2024-11-06,43.29521942138672
2024-11-07,43.658241271972656
2024-11-08,43.4958381652832
2024-11-11,43.4958381652832
2024-11-12,43.19013595581055
2024-11-13,43.0946044921875
2024-11-14,42.98952102661133
2024-11-15,42.77935028076172
2024-11-18,42.93219757080078
2024-11-19,42.99907302856445
2024-11-20,42.97996520996094
2024-11-21,43.065948486328125
2024-11-22,43.19013595581055
2024-11-25,43.40986251831055
2024-11-26,43.34298324584961
2024-11-27,43.39075469970703
2024-11-29,43.610477447509766
2024-12-02,43.66779327392578
2024-12-03,43.69646072387695
2024-12-04,43.78243637084961
2024-12-05,43.811100006103516
2024-12-06,43.84931564331055
2024-12-09,43.84931564331055
2024-12-10,43.67735290527344
2024-12-11,43.84931564331055
2024-12-12,43.610477447509766
2024-12-13,43.505393981933594
2024-12-16,43.572265625
2024-12-17,43.41941452026367
2024-12-18,42.588279724121094
2024-12-19,42.550071716308594
2024-12-20,42.76979446411133
2024-12-23,42.85577392578125
2024-12-24,43.075496673583984
2024-12-26,43.12086868286133
2024-12-27,42.918148040771484
2024-12-30,42.72508239746094
2024-12-31,42.64786148071289
2025-01-02,42.55133056640625
2025-01-03,42.84092712402344
2025-01-06,42.93745422363281
2025-01-07,42.72508239746094
2025-01-08,42.67681884765625
2025-01-10,42.271385192871094
2025-01-13,42.23277282714844
2025-01-14,42.367916107177734
2025-01-15,42.860233306884766
2025-01-16,42.8698844909668
2025-01-17,43.07259750366211
2025-01-21,43.439422607421875
2025-01-22,43.410465240478516
2025-01-23,43.53595733642578
2025-01-24,43.593875885009766
2025-01-27,43.39115905761719
2025-01-28,43.48768615722656
2025-01-29,43.42977523803711
2025-01-30,43.7000617980957
2025-01-31,43.4683837890625
2025-02-03,43.256011962890625
2025-02-04,43.584224700927734
2025-02-05,43.767635345458984
2025-02-06,43.80624771118164
2025-02-07,43.584224700927734
2025-02-10,43.767635345458984
2025-02-11,43.767635345458984
2025-02-12,43.68075180053711
2025-02-13,44.03792190551758
2025-02-14,44.12480163574219
2025-02-18,44.21167755126953
2025-02-19,44.163414001464844
2025-02-20,44.21167755126953
2025-02-21,43.989654541015625
2025-02-24,43.85451126098633
2025-02-25,43.95104217529297
2025-02-26,44.02827072143555
2025-02-27,43.66144943237305
2025-02-28,43.73867416381836
2025-03-03,43.63248825073242
2025-03-04,43.51665115356445
2025-03-05,43.98000717163086
2025-03-06,43.72902297973633
2025-03-07,43.902774810791016
2025-03-10,43.352542877197266
2025-03-11,43.265663146972656
2025-03-12,43.381500244140625
2025-03-13,43.159481048583984
2025-03-14,43.68075180053711
2025-03-17,43.99931335449219
2025-03-18,43.873817443847656
2025-03-19,44.08618927001953
2025-03-20,43.931732177734375
2025-03-21,43.8255500793457
2025-03-24,43.98000717163086
2025-03-25,44.105491638183594
2025-03-26,43.7750244140625
2025-03-27,43.78471755981445
2025-03-28,43.445526123046875
2025-03-31,43.43583679199219
2025-04-01,43.54243850708008
2025-04-02,43.67811584472656
2025-04-03,42.78652572631836
2025-04-04,41.177791595458984
2025-04-07,40.50910186767578
2025-04-08,40.17959976196289
2025-04-09,42.1372184753418
2025-04-10,41.42007064819336
2025-04-11,41.84648132324219
2025-04-14,42.205055236816406
2025-04-15,42.28258514404297
2025-04-16,42.09844970703125
2025-04-17,42.292274475097656
2025-04-21,41.924007415771484
2025-04-22,42.476409912109375
2025-04-23,42.670230865478516
2025-04-24,43.154788970947266
2025-04-25,43.251705169677734
2025-04-28,43.43583679199219
2025-04-29,43.552127838134766
2025-04-30,43.49398422241211
2025-05-01,43.4745979309082
2025-05-02,43.86224365234375
2025-05-05,43.81378936767578
2025-05-06,43.78471755981445
2025-05-07,43.745948791503906
2025-05-08,43.70718765258789
2025-05-09,43.823482513427734
2025-05-12,44.20143508911133
2025-05-13,44.27896499633789
2025-05-14,44.16267013549805
2025-05-15,44.395263671875
2025-05-16,44.521244049072266
2025-05-19,44.58908462524414
2025-05-20,44.5697021484375
2025-05-21,44.220821380615234
2025-05-22,44.23051071166992
2025-05-23,44.259578704833984
2025-05-27,44.62784957885742
2025-05-28,44.45340347290039
2025-05-29,44.59877395629883
2025-05-30,44.60846710205078
2025-06-02,44.705379486083984
2025-06-03,44.73445129394531
2025-06-04,44.93796157836914
2025-06-05,44.860435485839844
2025-06-06,44.92827606201172
2025-06-09,45.025184631347656
2025-06-10,45.141483306884766
2025-06-11,45.18994140625
2025-06-12,45.335304260253906
2025-06-13,44.99611282348633
2025-06-16,45.141483306884766
2025-06-17,44.99611282348633
2025-06-18,45.05426025390625
2025-06-20,44.89920425415039
2025-06-23,45.170555114746094
2025-06-24,45.500057220458984
2025-06-25,45.41887664794922
2025-06-26,45.7025032043457
2025-06-27,45.76118469238281
2025-06-30,45.96656799316406
2025-07-01,46.015464782714844
2025-07-02,46.1132698059082
2025-07-03,46.181732177734375
2025-07-07,45.849205017089844
2025-07-08,45.89810562133789
2025-07-09,46.07415008544922
2025-07-10,46.123046875
2025-07-11,45.91766357421875
2025-07-14,45.97634506225586
2025-07-15,45.76118469238281
2025-07-16,45.90788269042969
2025-07-17,46.07415008544922
2025-07-18,46.04480743408203
2025-07-21,46.201290130615234
2025-07-22,46.367549896240234
2025-07-23,46.59249496459961
2025-07-24,46.48491287231445
2025-07-25,46.50447082519531
2025-07-28,46.32843017578125
2025-07-29,46.367549896240234
2025-07-30,46.1328239440918
2025-07-31,45.96656799316406
2025-08-01,45.82964324951172
2025-08-04,46.21106719970703
2025-08-05,46.19150924682617
2025-08-06,46.35776901245117
2025-08-07,46.38711166381836
2025-08-08,46.50447082519531
2025-08-11,46.426231384277344
2025-08-12,46.846778869628906
2025-08-13,47.071720123291016
2025-08-14,46.93479919433594
2025-08-15,46.90545654296875
2025-08-18,46.944576263427734
2025-08-19,46.75875473022461
2025-08-20,46.78809356689453
2025-08-21,46.680511474609375
2025-08-22,47.296661376953125
2025-08-25,47.12062072753906
2025-08-26,47.17930221557617
2025-08-27,47.20864486694336
2025-08-28,47.35533905029297
2025-08-29,47.169517517089844
2025-09-02,46.98369598388672
2025-09-03,47.091278076171875
2025-09-04,47.28688049316406
2025-09-05,47.414024353027344
2025-09-08,47.58028793334961
2025-09-09,47.92258834838867
2025-09-10,47.66830825805664
2025-09-11,48.0106086730957
2025-09-12,47.9421501159668
2025-09-15,48.11819076538086
2025-09-16,48.15731430053711
2025-09-17,48.079071044921875
2025-09-18,48.206214904785156
2025-09-19,48.206214904785156
2025-09-22,48.3529167175293
2025-09-23,48.264892578125
2025-09-24,48.10948181152344
2025-09-25,47.89308166503906
2025-09-26,48.070133209228516
2025-09-29,48.19800567626953
2025-09-30,48.316043853759766
2025-10-01,48.48326110839844
2025-10-02,48.502933502197266
2025-10-03,48.61112976074219
2025-10-06,48.709495544433594
2025-10-07,48.502933502197266
2025-10-08,48.65047836303711
2025-10-09,48.47342300415039
2025-10-10,47.597991943359375
2025-10-13,48.16849899291992
2025-10-14,48.1783332824707
2025-10-15,48.37506103515625
2025-10-16,48.335716247558594
2025-10-17,48.39473342895508
2025-10-20,48.79802322387695
2025-10-21,48.709495544433594
2025-10-22,48.58162307739258
2025-10-23,48.807857513427734
2025-10-24,49.01442337036133
2025-10-27,49.309513092041016
2025-10-28,49.309513092041016
2025-10-29,49.15213394165039
2025-10-30,48.90622329711914
2025-10-31,48.9455680847168
2025-11-03,48.9455680847168
2025-11-04,48.53244400024414
2025-11-05,48.73900604248047
2025-11-06,48.47342300415039
2025-11-07,48.52260971069336
2025-11-10,49.02425765991211
2025-11-11,49.10294723510742
2025-11-12,49.21114730834961
2025-11-13,48.660316467285156
2025-11-14,48.64064407348633
2025-11-17,48.28653335571289
2025-11-18,48.089805603027344
2025-11-19,48.070133209228516
2025-11-20,47.627498626708984
2025-11-21,47.981605529785156
2025-11-24,48.37506103515625
2025-11-25,48.69965744018555
2025-11-26,49.0439338684082
2025-11-28,49.15213394165039
2025-12-01,48.955406188964844
2025-12-02,49.0439338684082
2025-12-03,49.19147491455078
2025-12-04,49.220985412597656
2025-12-05,49.23081970214844
2025-12-08,49.142295837402344
2025-12-09,49.03409194946289
2025-12-10,49.437381744384766
2025-12-11,49.575096130371094
2025-12-12,49.23081970214844
2025-12-15,49.25049591064453
2025-12-16,49.12261962890625
2025-12-17,48.847206115722656
2025-12-18,49.09311294555664
2025-12-19,49.28984069824219
2025-12-22,49.53574752807617
2025-12-23,49.673458099365234
2025-12-24,49.78165817260742
2025-12-26,49.82100296020508
2025-12-29,49.7400016784668
2025-12-30,49.72999954223633
2025-12-31,49.45000076293945
2026-01-02,49.7400016784668
2026-01-05,50.08000183105469
2026-01-06,50.2400016784668
2026-01-07,50.13999938964844
2026-01-08,50.150001525878906
2026-01-09,50.400001525878906
2026-01-12,50.59000015258789
2026-01-13,50.459999084472656
2026-01-14,50.47999954223633
2026-01-15,50.560001373291016
2026-01-16,50.54999923706055
2026-01-20,49.93000030517578
2026-01-21,50.45000076293945
2026-01-22,50.709999084472656
2026-01-23,50.7599983215332
2026-01-26,50.95000076293945
2026-01-27,51.2599983215332
2026-01-28,51.220001220703125
2026-01-29,51.2400016784668
2026-01-30,50.849998474121094
2026-02-02,50.93000030517578
2026-02-03,50.869998931884766
2026-02-04,50.790000915527344
2026-02-05,50.400001525878906
2026-02-06,51.16999816894531
2026-02-09,51.5
2026-02-10,51.529998779296875
2026-02-11,51.650001525878906
2026-02-12,51.20000076293945
2026-02-13,51.310001373291016
2026-02-17,51.2599983215332
2026-02-18,51.459999084472656
2026-02-19,51.41999816894531
2026-02-20,51.689998626708984
2026-02-23,51.400001525878906
2026-02-24,51.689998626708984
2026-02-25,51.95000076293945
2026-02-26,51.869998931884766
2026-02-27,51.810001373291016
